"player_mlb_id","playerID_LAHMAN","birthYear","birthMonth","birthDay","birthCountry","weight","height","bats","throws","debut","birthDate"
"a5b5238dba0f5c6ff606427714695418db278a61","3087e2a5c4390d218dd54ef5bcd4426b2bfefc30",1995,12,1,"USA",205,75,"R","R",2021-07-30,1995-12-01
"76bd5f49c66c59b22f08bc8a383b5cd31e565993","1477d328f98ef22c86246724ea2dc0c0eaa9e738",1983,9,11,"USA",195,73,"L","L",2007-06-30,1983-09-11
"35986c18fb34e9f0f3e03a3c93b731c80b45b906","7d345ac70bca235d3833038f2b211aa379fa2a1b",1987,6,15,"USA",180,70,"R","R",2012-08-11,1987-06-15
"28769a4318dde26fa5646e2c529e945efba8ce5a","44d4121416fefd407c7ed7cf7d1c91db07f675b9",1992,6,4,"USA",225,76,"L","L",2021-04-24,1992-06-04
"277ef31335d1586ca55f6ff1deb29dbb5f639b7e","12f5acff777b40df598a2e4007aec4aa43bd3b82",1983,1,7,"D.R.",230,73,"R","R",2005-06-24,1983-01-07
"ff6a1ab20dddd786a6d449658d8efdfe075cc3f2","a69898f25db3a5b93ced66563f6a73a72ba10705",1997,10,22,"D.R.",250,76,"R","R",2022-06-19,1997-10-22
,"ec8707c3981aff9d217ce6861724315ecbe02bb4",1991,12,9,"USA",215,74,"R","R",2017-05-27,1991-12-09
,"9c1ad43ddeac8bf76a8e32a762d7c903fcf5c7f9",1991,5,16,"USA",210,73,"L","L",2017-08-10,1991-05-16
"f2456960a50139c4374f31e3865451c637644728","5ddc1d8561109dbe99c107369bc3118cf8e7a39b",1990,2,13,"USA",217,74,"R","R",2011-08-06,1990-02-13
"e65add33c4770a935a7e3b09187b3e70ef2d1b44","4d67490a096bd3f9cc2c01cc6450bb5ef3deab5d",1990,10,8,"USA",200,71,"R","L",2013-04-30,1990-10-08
"523accc53ce579cd0c1f27194a39b7e01874ac18","a01adfe170c4257cd711b8b23bd51c6f155ef3bf",1992,7,15,"USA",207,70,"R","R",2017-04-22,1992-07-15
"88a75b1564633d5902c5cb29980fec42c3c83a4e","4b7e77a11befd8e0ad43974303c08dd44fc9ea1c",1990,3,27,"USA",205,75,"R","R",2016-08-31,1990-03-27
"e909a78dd1088038e3906796b449039340531ff7","01082cb43ac3118fb0be009ce2aac2c3feecf660",1986,12,16,"Venezuela",205,73,"R","R",2008-09-03,1986-12-16
"dede608221813d42716885d428406c47ba1efe4b","7f7b0b83ef1ef0f678c64bc5e33a9872f95963d5",1989,1,5,"Venezuela",199,70,"B","R",2011-09-02,1989-01-05
"5388bd028e4faa3ac106889dfc75e8dbfb099c1b","fe54c8175d649d9e171020433776b65a3b6d0175",1996,5,30,"Colombia",205,73,"R","R",2019-07-13,1996-05-30
"941b1f3db0daa6f47d084e283ac31e791e7be513","5799c2407996c5a713123d01e68880ead4945bf5",1982,11,2,"Cuba",215,74,"R","R",2007-06-02,1982-11-02
,"810eadf064fba18075cab114cd1137c676a26c1e",1994,6,20,"USA",225,74,"R","R",2019-07-01,1994-06-20
"499e99d71dbd1c110edf433527f7e1955b5a531b","9014e493957d87b2069835db0e8018ed353d8d40",1998,3,9,"Venezuela",208,72,"R","R",2022-05-30,1998-03-09
"5d0e113f83527684eb1c4697cf9ca1ce1f4779eb","ed4ab678370832ff477f102a407d148122606dbe",1987,4,25,"USA",205,72,"B","R",2010-09-01,1987-04-25
"dcfc771f6b918ea321fc4743b486f5fbbd113d75","a4bffecc65ada154a5b41481a6469d446d52caac",1987,1,10,"Panama",211,70,"R","R",2017-05-19,1987-01-10
"d67dfe21066591c22270832e75480cb8a5b8b0e1","657f87d178d7e9249a595075cd9a01418c7ddb32",1991,10,6,"D.R.",215,75,"R","R",2021-08-30,1991-10-06
"c15acd7eb2cabec4fc9dfa9bb7f6cda1ebed7a57","f53e500c22a33c7488b97128f675d4b83bfe00a8",1994,11,13,"D.R.",187,70,"R","R",2020-07-25,1994-11-13
"6475ed1418a5225c0f402359baf82d3cf8baefaf","d785a9bffd743d944faf16603c60ca5a2137bf49",1992,12,28,"D.R.",277,78,"R","R",2016-04-23,1992-12-28
"a53d8bd55581f6e8a1f9eba3dd242df50dc4f9b4","0e46d3d287e0c179cccdea9ae8908d87d305302b",1998,11,1,"USA",180,73,"B","R",2022-08-30,1998-11-01
"5615690f73cda94fc4a289d32500f87ae6dfecd5","e0cfebb4e9e2bc90f7c86b46208722808246ffdb",1983,7,5,"Mexico",180,72,"R","R",2008-08-20,1983-07-05
"031430dc518164c6d1cb405740f96f9385674ba0","9c2bb65c70f2908211c1ccf0f03052c44120a967",1996,2,22,"Venezuela",185,70,"R","R",2019-04-21,1996-02-22
"cce5b24a6085cbed58496bbfadbdee8e9635e975","08cae2e79c232eba71e48d6a48ad465da0254b55",1982,4,10,"USA",210,74,"L","L",2006-05-02,1982-04-10
,"64ed2a3db93e7500e768054b548f00d9a74ee418",1996,10,22,"USA",265,77,"R","R",2020-09-18,1996-10-22
"c54dabda41371474f52e62bb6a476a19d82d77ae","8b418bae6bfc2552c0faed0756bae1e9a9d0ceb2",1992,9,10,"USA",210,70,"R","R",2017-09-08,1992-09-10
"37081ad2fd7d7c7728ee4fa0ca279161dbb7d9d7","1255a569d537e28efef3198795f0af3e99783a6d",1995,11,12,"USA",225,77,"R","R",2022-05-04,1995-11-12
"0fea51e726b4331c7feee982dbfccf81ecd13b45","27f42165e17a85c9b8d73e77fdb45c0f3520c631",1993,12,16,"USA",225,78,"R","R",2019-06-09,1993-12-16
"f639d39ce0987e43f6c9b93bced9a3c918b9bdf9","fae956da2336465638461489300b65e44295f996",1996,3,17,"USA",205,72,"R","R",2021-07-06,1996-03-17
"86bcae85b42e4632b6b1167f62009ae645bfc8f7","2b91be8c9f9d11dd2730dfe4b236b443895b9851",1997,4,24,"USA",175,76,"R","L",2021-04-25,1997-04-24
"c88978fc394e9ebef82a2dc286ebadd1039ee29d","e6264ebdc828e564dff24a540c6432c930b90b6e",1989,10,10,"D.R.",240,75,"R","R",2012-09-04,1989-10-10
"d5203cd393443ebf750502eebb384b42db6b5fdb","c0a0ec322a4d222bcce1d29b45d58a4ba9e0b731",1994,12,15,"P.R.",180,73,"R","R",2021-05-17,1994-12-15
,"d7064365560edaac7519587b328c9eb114d6deaf",1993,7,30,"USA",230,76,"R","R",2017-06-07,1993-07-30
"a81078aaee30c1703774a959d43e291fafd547c6","bdaa7b51d4bd68b9f0341ffe66b184194f094869",1991,2,20,"USA",232,76,"L","R",2014-08-13,1991-02-20
"de5a4ae1b41cebebabfba8b0ed4ff7fd55ea6078","05dfdd36fe94c7240e604652e7e015c3e3280ffb",1990,8,17,"USA",205,72,"R","R",2017-07-30,1990-08-17
"320c54c51a57b7b5aa45d09c6a11fad6548c39eb","08b7d3ff4fa5d466c374b1f75bdcdcbf2f6bc4e0",1987,2,17,"USA",185,69,"R","R",2011-09-13,1987-02-17
"140fd35c368bfc998d01649803e18e1002d93fdc","ba88b3a64f6916aa4225c9b7137b903864f47886",1991,6,7,"USA",200,78,"L","R",2017-07-01,1991-06-07
"cf28eefee29e95adc5607c10aee2a11900cc80ad","7d8b568f5aefb0ad5064ff5ad03e3f8d5e88cb7a",1995,9,22,"USA",190,73,"R","R",2022-05-09,1995-09-22
,"7c243785f6e9d0e0d0c0e2878eb6f319fdcfcf65",1989,10,8,"USA",185,73,"R","R",2015-04-12,1989-10-08
"51ed749ff2ec6535d1a2f5e1cf8f0755c7947076","45806cb611171dfa82c03bc2b05c37246f8bf7e9",1993,2,25,"USA",203,76,"R","R",2017-07-30,1993-02-25
"f4db0af7c02b32ca169ed650be5ddb91844cecb0","ad8c74cc66294bfaded3c65102d5361bc9540dcd",1987,8,5,"USA",215,70,"R","R",2011-09-11,1987-08-05
"0eb3c19d89dd7400862538b48862fce8474dc1eb","4a8836b79d5043ba067320fc1570f6a263e12583",1985,8,22,"USA",225,75,"L","L",2006-09-13,1985-08-22
"e730bde1910d84c6f03eaab93fb58c85ed6f92bd","3ffe315f906712f83b13608f5eef3f929079e6b7",1983,2,7,"USA",225,78,"L","R",2005-08-31,1983-02-07
"7c681762bb5e92ac8bf0a53eb9b41e3fd8c77ef9","f0c9251b9852aa8b2b7333fbff520a268995345b",1998,11,20,"P.R.",200,73,"R","R",2021-05-01,1998-11-20
,"f7a3c050cfc35b1193ee235e1a1159030563b54e",1993,6,28,"D.R.",250,76,"R","R",2015-05-31,1993-06-28
"f0acf77532ec0b572af1c18c9bf104b480bdf63a","db240634e46f4e9fcbd3d8f94c14cf1dbe6cfc28",1988,5,2,"D.R.",235,75,"R","R",2009-08-03,1988-05-02
"cea64cbb740673b74e9c574d1aa21ec5460ddfc8","83ede8076ee4f35b522c64e766790ec838a7b6cb",1996,9,2,"USA",190,76,"R","R",2021-09-05,1996-09-02
"cf844ba45063a7feb233e55f8bb750537ff7e297","d627a9f26fc99f22daf068c66eb5ac0bec44e7dd",1996,7,2,"USA",226,75,"R","L",2018-06-06,1996-07-02
"6eeab0ba2727d817ac0775cc708ec86d78124c05","9267036b7e23d2dcbc513fe82323813fcb744889",1995,5,16,"Venezuela",200,70,"R","R",2022-07-15,1995-05-16
"4881baa0ce882b5d1ba4c12a80632f4a0e0bcc63","5897b9c91a610fb8a4dd58f2b12625ad2a2ffeec",1988,4,27,"Cuba",185,70,"L","R",2018-06-08,1988-04-27
"a3ba544bb7d6e40e05d56dd4ac12a50b921cc7b0","f0f0d24fa04c39fc1bc560817a9d2ccf1cd7c0dc",1993,2,13,"D.R.",170,75,"L","L",2018-09-01,1993-02-13
"f00a705a6c387094796da84786cb5c5002e35535","2f759467b48592b1d517a6003b36e1ddd2da7a73",1997,3,2,"D.R.",215,75,"R","R",2019-08-11,1997-03-02
"24585e16505259888cf35702aab75152ad484484","d009d22cbbecf91b5398641c20e710128becc6e8",1995,12,5,"D.R.",233,78,"R","R",2021-09-05,1995-12-05
,"b297492c385a4f5fab0d279569ba3bda3fd38141",1990,11,23,"USA",205,76,"R","R",2015-07-04,1990-11-23
"15608e4490fbf0ac84909c6cb0e8a7f599aef167","abf6f223d6c5cac7869bda61d02f4bbe1ecf0df4",1993,3,11,"USA",195,73,"R","R",2018-07-14,1993-03-11
"59b66e3b6a9f56d39c1e20ec6830afcb3dc48e7b","308451702111b70be2ed26a4be9326e7225ac5a3",1993,2,7,"USA",215,74,"R","R",2020-07-24,1993-02-07
"10e69291c084156f140d58fb0aa482070f6f42b9","1e019979ba5edc41b3d99ba7ca9471f7de5afa34",1985,8,19,"USA",191,72,"R","R",2013-04-02,1985-08-19
"757e6d8dac7193f419d9aa0cc0e93fc57f46e614","526a86579172d4a4ef87ec02fe108aaeaef6cf21",1992,2,20,"USA",195,70,"R","R",2018-04-14,1992-02-20
"3cbf0f43fd7d19efa9a5045d03c89fc1ac090372","8e5ca2d7e8ed7f1e23aa4f22aefb6c85813cc3fa",1983,10,21,"USA",210,74,"R","R",2009-07-26,1983-10-21
"08df17ea0a88bcbd020f50aa83ffef2416ab5790","c6c296fde3f65cb0ec4d97107399f1010250e8f7",1985,6,15,"USA",211,74,"R","R",2011-09-14,1985-06-15
,"dec370401204c1dac41760dab3d4aae2f358c953",1994,5,16,"USA",195,73,"R","R",2018-06-24,1994-05-16
,"59b8d41659035eb842e6a492330856c7964f15e3",1993,4,14,"USA",216,71,"L","L",2014-09-06,1993-04-14
"c1a74097ee56f5a547a20b2fafd43fb2c947c721","18c6d89affd1c73b964f40b8f47f5e535d654799",1991,9,4,"USA",197,74,"R","R",2020-07-25,1991-09-04
"c866568b7dc022d4d63f5303570a21014e50c96c","fad402e0e0bcf194a9eae35ace0ad5a7759173e1",1993,8,21,"USA",215,75,"L","R",2017-06-14,1993-08-21
,"773d81703c09495337307241fa59b4935c838f9f",1996,5,28,"USA",209,73,"L","L",2022-08-21,1996-05-28
"4f183f7f45748c900fc56a38b84724c19b8e853e","68b5997e7155c9a0980bb315773a601f656b81eb",1995,2,8,"USA",195,75,"L","L",2022-07-31,1995-02-08
"b9442d3bf48ea5c7425151315c695fd4914199d7","43c0e26995ac0604c093206d3bedf55f14c0af22",1984,2,4,"USA",210,80,"L","R",2009-08-08,1984-02-04
,"676801a01ee7307454488de1d4f83ec4ba1260c1",1992,6,10,"USA",225,75,"R","R",2021-04-27,1992-06-10
"3c8235024a0e3e3f1dcfef16080eaaf2cffc887b","c76bfbc83462f3bcd0f91a474bcb5f8fa3b60962",1995,10,15,"USA",225,76,"R","R",2017-09-01,1995-10-15
"4f1105a8471d5cbdad5de579310192d20c9b73ab","56e95ebdcb638a7602ce79f8cb65b4b55a1345f3",1986,7,27,"USA",205,75,"L","R",2012-04-07,1986-07-27
"d22cb49d1088bec45e9076cd35b6827ef7ae48d9","f12fdb6ed429e82ce1858c9591fd9251d0038dfc",1996,5,18,"USA",220,74,"L","L",2020-08-23,1996-05-18
,"9969a37ffd2a17b1bfeb1bb57a58bffd8f50e283",1996,2,25,"USA",220,72,"L","L",2020-08-22,1996-02-25
"b9e6784516b5651712b4f7a92335585d2a80aa0c","80eb89ce716ecaaed4f4c315c91d79774643c6a4",1994,5,31,"USA",185,69,"R","R",2018-06-13,1994-05-31
"7d73305e306705436ac4f31f8149a297d95b0040","6c4bf7cc8f657960c7cacf26caf83f4986f4c533",1994,7,1,"USA",219,75,"R","R",2017-07-27,1994-07-01
"c87198c97720246918204e3f1cc4b7d7536028b1","1ca3da295b74ecc212e33804f90d5b088df2c17d",1995,8,23,"USA",190,76,"L","L",2020-09-03,1995-08-23
"23a83b24f4a4398af6a3ad5629c1d7b29a8396f2","36820f0ac5d6015bee920b86e0ad9a2b09e0e6a7",1992,3,26,"Venezuela",190,70,"L","L",2015-05-30,1992-03-26
"f07c5c8b44841cd0b4b570ee962b8fd7ba2e3bc4","6449faa7858963ea83f20c75ea43773b05e29ebe",1991,8,6,"Venezuela",213,74,"R","R",2013-08-06,1991-08-06
"0fa22d499a0f8fcd14dd29eefc42c0c1baf25ef5","42d28df7ae4c521f058f0bafff93d1d7828c294b",1997,11,25,"D.R.",195,73,"L","R",2020-08-28,1997-11-25
"ae6b686b77058488498c42543ad83e0cc09efd71","b7243afe53399fb205aa9badebb4a7aabb9919a1",1986,12,10,"D.R.",185,74,"B","R",2011-09-10,1986-12-10
"a7677072d50ce8758e7984df02b7c086581c7c0f","b09ff57827b400cb086826e801a16ea4e234df5c",1990,12,27,"USA",203,74,"L","R",2016-07-07,1990-12-27
"985ff91ec002f6e38ff46b18c3af7ebf49aede74","d7c064a86b2dc8994196ba5c5e8b79339c9d72ad",1986,1,24,"USA",260,76,"R","R",2009-09-03,1986-01-24
"6d0ec1eb73e6f6b003161e4dce10df802055848e","0cf90f0824360b7af24b53ddae798c54badbf7f6",1990,4,19,"USA",245,80,"L","L",2013-09-04,1990-04-19
"831dd08bcf173f87d725e687efe4af29eed01d8a","705aa19a5527a71308519b10182eff95410ec496",1995,11,1,"USA",215,76,"R","R",2021-06-06,1995-11-01
,"92d83650305d2b9e863248911d067984f6bd1fb5",1991,10,7,"USA",195,76,"R","R",2014-08-02,1991-10-07
,"12c092d4fc802aef85bf50f8082d4afba1acf064",1991,6,6,"USA",195,71,"L","R",2017-05-22,1991-06-06
"6a4950d4376b7c2fa73c6a366c57511b4d81aafc","b310f74c9126775ea551c9e74fd23441682a78e4",1990,5,24,"Venezuela",255,76,"R","R",2012-09-18,1990-05-24
"1ceead9f26f4ecdc74ef8e8e5adce55797d2d824","0950b3e9dce8619d1607c869f594b1faaf00deb1",1992,7,4,"USA",225,72,"L","R",2019-04-18,1992-07-04
"7a6110c877f74a096131e7a87c24adc9fa6a9bd5","3a59ee9c8af7bcf082ef8e8f7a8e9ece29c5aa31",1987,1,14,"USA",195,73,"R","R",2011-05-04,1987-01-14
"8fc15777ba7771d58f5b6315b8f94ebf01026c9d","2b78f308f183e812147d404b3a2888ac70b8a5f7",1996,11,11,"USA",198,71,"R","R",2021-09-18,1996-11-11
"699ae17f4e9a62375d6457cdab08a2dcc023d6da","3aa762a8ba3bd97f5c824c5caed3a3cf8bfc8832",1995,1,27,"USA",215,72,"R","R",2020-08-01,1995-01-27
"8f32367c24170f9bcb60d681e3b8b46c3d512a43","d4fad8fa75367fae84264bd230e5097f31661d39",1986,3,22,"USA",205,77,"B","R",2008-09-02,1986-03-22
"054330d52db7c91df94452501112e67b3986598b","65aae8ddbe9fca611ce3e36cf57f4a10d4ad24f7",1994,12,29,"USA",195,72,"L","L",2017-06-29,1994-12-29
"b2d0723e921422f2cf6e955a804873220f46f182","db258abe859f11a2c201b54964ad14ea8d508b1e",1997,7,2,"Bahamas",192,73,"B","R",2022-04-10,1997-07-02
"94031e55e26ae3374eedd6291d8c2fb31b4db61f","3ddbdbc83b6a488790b27f8d9f26e627fdb7483b",1995,5,25,"USA",195,72,"L","L",2019-08-21,1995-05-25
"a077dc4be2425cfd6d0e83f560c4c71de4544c6c","3475f2f2d3c24671a1852cbc51d828fb741643a1",1996,4,22,"USA",220,77,"R","R",2022-04-27,1996-04-22
"2ef2661872da1545ab7ad7a0efbc9cf7b0c7fbc2","690ff72c4c77ca95ff806adc305b4d0faf012b6c",1992,12,29,"Venezuela",241,73,"R","R",2019-09-18,1992-12-29
,"d908973017b250e461e3d9ea9fd9370f8224a576",1992,8,26,"D.R.",225,73,"R","R",2014-09-02,1992-08-26
"29df9634e71f12ec4754b370e647db4bdfedd12b","b18d1d4d72f9db43d224d18c0a64e685df4c6fc6",1994,7,13,"USA",215,71,"R","R",2019-04-26,1994-07-13
"cf993dd84435caf547c2881dfb53916ce48e3cfd","5ac29be7b6d29ddaf67062cdd92d696df7294c14",2001,3,1,"D.R.",189,70,"B","R",2021-06-22,2001-03-01
"98bb971d7356c47f40dc29f81e99f8bc38465473","e9c6c0bce2ca1ae7e672252c3f64f0d1e4e386f8",1991,3,2,"USA",190,73,"B","R",2013-05-27,1991-03-02
"4c98e2330e02e8b5e9ea655bfe4ef755c341ea6a","9e9c429c188e4f50f2cfd08e9ffe1c3ecefdaea7",1988,8,27,"USA",206,77,"R","R",2017-06-09,1988-08-27
,"840c76d6fa8a83f6dfe4e1cd115b8fb04d51b9f6",1993,7,8,"USA",225,72,"L","L",2018-09-02,1993-07-08
"847d88b282780a11b682814f019fcc9e444db809","ea20308661c24caf8cf2926c62d19b74008be9c2",1991,12,14,"USA",181,70,"L","R",2016-06-24,1991-12-14
,"6e9160193d75a499989f34814f7a88d214e2f6d3",1994,9,6,"USA",212,71,"R","R",2017-07-01,1994-09-06
"47e562a5f459792148f788b00b877f40db8db62f","5dacc3580022a56104c7c20c5fb5a7bc6a6d307b",1986,2,12,"USA",215,75,"R","R",2011-05-23,1986-02-12
"8aa9e1d68032a79c4081bd1a45ef0ec2a654f7d8","a591cb6bee1319b94acbd8ef42da472a31983ec1",1993,5,14,"USA",204,76,"L","L",2017-04-07,1993-05-14
"3dd84f5d3a88f824b5a023b724a5585fbf32ba9c","548a821651ad6a83e5067f6b44aa971075c5dc1c",1989,9,12,"USA",220,77,"L","R",2010-09-01,1989-09-12
,"8c6ad889e7501e177a24cebc37ff7c886669b55f",1987,8,4,"USA",195,72,"L","R",2016-07-17,1987-08-04
"53b4f321e6f12514a2eb7c480ac7b05225acd7db","d460d7c029592c08f3934dc0454830fe09bbe03d",1987,6,24,"USA",180,71,"R","L",2012-06-01,1987-06-24
"38baed314b29d36496058f04abb8f92c375ce168","1446ce3cacdf26074887a6e5c9ce18e84b95fc23",1999,5,21,"USA",190,72,"R","R",2022-08-03,1999-05-21
"f0ee395315a0d7fb938f4453ba891b3ffc0b52bb","1c3a967464d7298b3bc337e1acd3cf4a2f15587e",1983,4,28,"USA",213,74,"R","R",2009-04-06,1983-04-28
,"21d914998999825f6293dfb88dbf229c1ba7ab2a",1989,3,18,"USA",250,74,"R","R",2017-08-30,1989-03-18
"43f3db5bca4b3384d9100cf4752feaff3b4d8848","1047e9ee58af94e9084724359e7568f4071e00a1",1998,5,23,"D.R.",245,75,"R","R",2021-09-19,1998-05-23
"39e4ec390ba39c0df8140bece8ee601f966b1453","9dee45814e8d0f429cd402b6ad0d4006129c3821",1994,1,18,"USA",190,76,"L","L",2017-08-08,1994-01-18
"00e99b6a19161174f9f6520a80783c70236d8403","1787a705aa1bb955f838fe286854d787c27e7a46",1995,8,14,"USA",180,70,"L","L",2021-09-18,1995-08-14
"5419a2d3ccc14cbd02e26318ca4979311587f2f1","adfbdbfe12298ca8600710a4e3f462a5ef257101",1985,7,19,"Colombia",205,72,"R","R",2009-09-26,1985-07-19
"c99c68cdd91bdacdb632a38cd4b7a74c62d9764b","25cc12fa5ba3ae58607affcd93e36e2717039271",1985,8,26,"USA",215,74,"R","R",2011-06-26,1985-08-26
,"1c78feedc8b4aaa23eeed5aa1d0ce1b4e9ae04d5",1993,7,9,"USA",209,73,"L","L",2017-09-05,1993-07-09
"b099122a37ad0cc5014ba15f19cb80a1f75df39b","ce712b0792900caaa40e6cf5e6336b129a5060c4",1992,7,26,"USA",205,72,"L","L",2018-06-29,1992-07-26
"14af6a8eb666d7c9681caa8ed62c48b91baf7418","23c70376bc1c40ac165fabea5be338df53ea4b7d",1993,2,19,"USA",209,74,"R","R",2019-04-06,1993-02-19
"63def0b5ca5f132e343821fae93743e65a229122","2a770d920a9419ad33342c972172b5fad3bac252",1991,2,12,"USA",160,72,"L","L",2013-08-26,1991-02-12
"19c4182f72e996e7f55493ca7cca258f713f50b9","074fce5f4ffb8c6dc97a826641fddaba4cb7068d",1993,12,13,"USA",210,72,"R","R",2016-07-17,1993-12-13
"726e3476c9a02b551c4633f987e580e4d68eba5b","266d85dc910b728b72256d0c56db0d81b7a7c30f",1993,3,15,"USA",224,75,"R","R",2016-04-29,1993-03-15
,"9fdff048426c2f17db0db04530f5bfc786534f5f",1994,3,16,"USA",229,75,"R","R",2020-07-27,1994-03-16
"9972967ba4d26cf7280f1b79aaae47d80db9aa82","2599f60e537573999b1569e16733f62b08fd1a4a",1998,4,9,"USA",260,78,"R","R",2022-08-05,1998-04-09
"cdc7a2f3748c426497eacd275420532895b601a8","d1f2f3754a35cabdb765b71bf1ace59af9ef472c",1993,2,11,"USA",265,75,"L","L",2022-06-06,1993-02-11
,"b12d9812447cd124a0a7756f4943acc1229982d7",1990,6,26,"USA",215,76,"R","R",2018-07-10,1990-06-26
,"fb4d4b39120f74bef7aa5fd27b0235fe8b6dcc12",1988,2,22,"USA",185,73,"R","R",2015-09-06,1988-02-22
"946e08c0ab2e891f0ab09ae41565b4cad912cedc","ef95cc0b3481c687bee0958accbb344e20407b33",1992,12,6,"USA",230,75,"R","R",2017-08-06,1992-12-06
"ecfd9455d242e52bb574fed9880ac121ec2d4a02","21bee09303a30ea672afa0888b945d5c661929e4",1986,2,27,"Mexico",205,74,"R","R",2007-06-18,1986-02-27
"9db9f57f1c43b97b2992487e0571c89d726e76d0","4d898bee7ee478b1909096953558221909743e89",1991,8,14,"Mexico",215,74,"R","R",2017-05-12,1991-08-14
"34505025fb4406cbedcee444836fa9324d7ee574","c9a46eb549782c751b2bc1958b383d486fd8b4b1",1995,8,3,"USA",189,74,"R","R",2019-06-20,1995-08-03
,"1ec77ad3f8b48968206f5fdbb940d265f77800d0",1989,10,10,"USA",205,74,"R","R",2018-07-31,1989-10-10
"ccbeebb83e2f368d70aca48df9d3cab30efa80cf","524531eecdd9004a2a71f42a907838443c9be73a",1993,11,19,"USA",250,77,"L","R",2015-06-02,1993-11-19
"5a5c1936f375e3396bf28dc69d3a89efcef1c75e","f1ad402a5b4511911fd0ac114b3ccd8e820dc59a",1989,11,14,"Venezuela",190,70,"B","R",2012-04-05,1989-11-14
"1dd81477d26cc96cf04cbe21ee082afdfb452b47","dae52369294e86c999a90db244a62f713d998972",1992,5,17,"USA",180,71,"L","L",2016-05-06,1992-05-17
,"de518f1835b4c2b4f93bc5126fdc13896b4242c1",1992,8,6,"USA",200,76,"R","R",2016-04-06,1992-08-06
"21f2cc01f7f0ff2cc66bca47369e1c908e105baf","9c109bac0b6511dc0e2902e6a8de0a3684dad07c",1985,4,12,"Cuba",205,69,"R","R",2015-05-19,1985-04-12
"adaf6b76ab504ed185c2d0571f6899784407a344","f41f087de28d2c73a8ebdc2d68a159fb2093bc72",1993,3,2,"Cuba",205,73,"R","R",2018-08-08,1993-03-02
"25851f7a9d8bb946bfeb6764ec9df5d16156116e","16ac80d3c5ee83e3f5c2d6c77ddc91ee79f1f7ea",1993,1,12,"USA",228,73,"R","R",2018-08-31,1993-01-12
"74048c5d54f8e79cfee1ca9803658cfdf3bd4755","e5b61dddb4b75116cde1a44311cd6aad3603baad",1991,6,12,"Venezuela",250,76,"R","R",2012-08-31,1991-06-12
"8862947399272a623353f89ac5cc2f069f05d64c","95dd8756d443f0b8d8ea690f6d65638aa5d50153",1995,4,19,"USA",205,73,"R","R",2019-09-02,1995-04-19
"492de788f10fbc34b985c762184850aed9acc2bc","b438109b7f0ee637cea150126c54f26ed1974804",1999,5,19,"D.R.",163,69,"R","R",2020-08-30,1999-05-19
"de7b04f23644de6f296fcaa74b3c063fb64b875d","423662453e0905eff73787038b2b0f50bd875553",1998,1,7,"D.R.",200,75,"R","R",2022-07-12,1998-01-07
"b283b3a85a0e730fc6e92ff213104968ee720b99","bab139dcceed5a862377e4c18d741cf49a447ac2",1996,10,4,"D.R.",205,73,"R","R",2019-05-06,1996-10-04
,"0097d6c579ffe5fec4dfda91e24775b243afd9b4",1989,8,8,"USA",200,72,"L","R",2014-04-28,1989-08-08
"7129dc02b26664586a43afd575980c8c799c2c1d","f609ea9f0bbc9d2702207a2fd9af52f484709031",1980,7,25,"D.R.",210,72,"R","R",2004-08-09,1980-07-25
"5c218379d9ff37a6585a03823b52b1911eaec39e","799b50299b3e97498cc630cd8d2e4f8dc28790cd",1986,7,8,"Mexico",215,74,"L","L",2008-07-11,1986-07-08
,"4d27c163ea47a8e3b87c596c9b80aff5326bb648",1993,1,18,"D.R.",210,75,"L","L",2017-04-14,1993-01-18
"043aacf89c75553ed221af33bd5f157575ab0f96","2cc6f7213a3aa8a58356c39046b572bbda03cfd8",1998,4,5,"Cuba",175,74,"R","R",2020-08-27,1998-04-05
"47a816f9460d1e5742d9b2e7aa73e35466ab714f","b7398dc2b19df6ff732d76d48981a2717897216e",1991,3,18,"D.R.",190,68,"B","R",2013-04-06,1991-03-18
"4d7401674f98609d7ca85e20fa15ea13b68033c1","86a959aebb9512f0a831cd979ba8d3fa31ee00eb",1987,1,30,"D.R.",240,74,"R","R",2013-07-10,1987-01-30
"a1da4de2954e5c911e9ff85b2361be2430721882","d836938bce9cf3d56e995d70656013d07d8d423e",2000,5,16,"USA",212,74,"L","R",2020-08-14,2000-05-16
"29a888709565675646dc9e12dd4475920881f41c","478b8e33a97c445558da2a45ba476c3179013341",1996,12,13,"Venezuela",244,73,"R","R",2020-09-04,1996-12-13
"4465c3d96e03493e5f721991f34e897f7987d8c9","c16f1eeaf719ef81065f60f0d0f013ca9c000e03",2000,3,3,"Venezuela",145,72,"R","R",2022-07-15,2000-03-03
"2e05836e194545ca3ee24059519a508c7e56dbe5","52ac18db8cfc945781a4ba3ffb58f11d52da723c",1989,8,2,"Cuba",225,75,"L","L",2013-09-11,1989-08-02
"cab03cee21c7f79d3d42ded107719eda72697b0d","d2361bfb920e6051990624276e1f02c61b03d5a5",1994,1,10,"USA",201,69,"R","R",2019-08-27,1994-01-10
"21748318a6fcdeed91ff8816b7a20df71a2d30e9","c79b2b7c9dd03660173eea0a80d6ecc2a0d4eefb",1993,3,28,"D.R.",195,72,"B","R",2019-07-03,1993-03-28
,"c9b5488a533dd3f4c9bad1fbeee0f653dab3d52c",1997,12,19,"D.R.",200,75,"R","R",2020-07-28,1997-12-19
